locus_tag	ftype	length_bp	gene	EC_number	COG	product
FDGAGDLB_02473	CDS	786	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
FDGAGDLB_02474	CDS	219				hypothetical protein
FDGAGDLB_02475	CDS	891	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
FDGAGDLB_02476	CDS	2064	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
FDGAGDLB_02477	CDS	2673	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
FDGAGDLB_02478	CDS	915	ygfZ			tRNA-modifying protein YgfZ
FDGAGDLB_02479	CDS	1041				hypothetical protein
FDGAGDLB_02480	CDS	963	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
FDGAGDLB_02481	CDS	765				hypothetical protein
FDGAGDLB_02482	CDS	1035	mshA_11	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FDGAGDLB_02483	CDS	201				hypothetical protein
FDGAGDLB_02484	CDS	1761	asnB_3	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
FDGAGDLB_02485	CDS	381				hypothetical protein
FDGAGDLB_02486	CDS	999	acuI	1.3.1.84	COG0604	Acrylyl-CoA reductase AcuI
FDGAGDLB_02487	CDS	1965	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
FDGAGDLB_02488	CDS	654	degU_1		COG2197	Transcriptional regulatory protein DegU
FDGAGDLB_02489	CDS	744				hypothetical protein
FDGAGDLB_02490	CDS	1032	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
FDGAGDLB_02491	CDS	1290				hypothetical protein
FDGAGDLB_02492	CDS	810				hypothetical protein
FDGAGDLB_02493	tRNA	75				tRNA-Thr(ggt)
FDGAGDLB_02494	tRNA	75				tRNA-Thr(ggt)
FDGAGDLB_02495	CDS	174				hypothetical protein
FDGAGDLB_02496	CDS	522	dcd	3.5.4.13		dCTP deaminase
FDGAGDLB_02497	CDS	1293	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
FDGAGDLB_02498	CDS	660	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
FDGAGDLB_02499	CDS	1296	hisD	1.1.1.23		Histidinol dehydrogenase
FDGAGDLB_02500	CDS	477				hypothetical protein
FDGAGDLB_02501	CDS	447	arsC_2	1.20.4.1		Glutaredoxin arsenate reductase
FDGAGDLB_02502	CDS	507				hypothetical protein
FDGAGDLB_02503	CDS	219	infA			Translation initiation factor IF-1
FDGAGDLB_02504	CDS	582	yhdE_2	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
FDGAGDLB_02505	CDS	1416	rne_1	3.1.26.12	COG1530	Ribonuclease E
FDGAGDLB_02506	CDS	201	yacG			DNA gyrase inhibitor YacG
FDGAGDLB_02507	tRNA	76				tRNA-Phe(gaa)
FDGAGDLB_02508	CDS	1548				hypothetical protein
FDGAGDLB_02509	CDS	1491	phrA	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
FDGAGDLB_02510	CDS	1521	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
FDGAGDLB_02511	CDS	663				hypothetical protein
FDGAGDLB_02512	CDS	909	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
FDGAGDLB_02513	CDS	1188				putative transporter
FDGAGDLB_02514	CDS	1020	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
FDGAGDLB_02515	CDS	510	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
FDGAGDLB_02516	CDS	1764	ilvI_2	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
FDGAGDLB_02517	CDS	966	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
FDGAGDLB_02518	CDS	423	fitB	3.1.-.-		Toxin FitB
FDGAGDLB_02519	CDS	258				hypothetical protein
FDGAGDLB_02520	CDS	891				hypothetical protein
FDGAGDLB_02521	CDS	1494	degP_1	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
FDGAGDLB_02522	CDS	192				hypothetical protein
FDGAGDLB_02523	CDS	873	hflC		COG0330	Modulator of FtsH protease HflC
FDGAGDLB_02524	CDS	1134	hflK		COG0330	Modulator of FtsH protease HflK
FDGAGDLB_02525	CDS	1200				Iron-sulfur cluster carrier protein
FDGAGDLB_02526	CDS	405				hypothetical protein
FDGAGDLB_02527	CDS	819				hypothetical protein
FDGAGDLB_02528	CDS	2208	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
FDGAGDLB_02529	CDS	690	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
FDGAGDLB_02530	CDS	240	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
FDGAGDLB_02531	CDS	759	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
FDGAGDLB_02532	CDS	780				hypothetical protein
FDGAGDLB_02533	CDS	321				hypothetical protein
FDGAGDLB_02534	CDS	678	degU_2		COG2197	Transcriptional regulatory protein DegU
FDGAGDLB_02535	CDS	705	pyrG_1	6.3.4.2		CTP synthase
FDGAGDLB_02536	CDS	963				hypothetical protein
FDGAGDLB_02537	CDS	900	gcvA_9			Glycine cleavage system transcriptional activator
FDGAGDLB_02538	CDS	786	ulaR		COG1349	HTH-type transcriptional regulator UlaR
FDGAGDLB_02539	CDS	1563	rbsA_5	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
FDGAGDLB_02540	CDS	984	rbsC_6		COG1172	Ribose import permease protein RbsC
FDGAGDLB_02541	CDS	981	thpA_1		COG1879	D-threitol-binding protein
FDGAGDLB_02542	CDS	693	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
FDGAGDLB_02543	CDS	1572	araB_2	2.7.1.16	COG1069	Ribulokinase
FDGAGDLB_02544	CDS	1311	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
FDGAGDLB_02545	CDS	957	pgrR_5			HTH-type transcriptional regulator PgrR
FDGAGDLB_02546	CDS	1011				hypothetical protein
FDGAGDLB_02547	CDS	585				hypothetical protein
FDGAGDLB_02548	CDS	1752				hypothetical protein
FDGAGDLB_02549	CDS	1218				hypothetical protein
FDGAGDLB_02550	CDS	852				hypothetical protein
FDGAGDLB_02551	CDS	1014	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
FDGAGDLB_02552	CDS	975	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
FDGAGDLB_02553	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
FDGAGDLB_02554	CDS	924	oppB		COG0601	Oligopeptide transport system permease protein OppB
FDGAGDLB_02555	CDS	1635	oppA		COG4166	Periplasmic oligopeptide-binding protein
FDGAGDLB_02556	CDS	894	dmlR_12			HTH-type transcriptional regulator DmlR
FDGAGDLB_02557	CDS	864	azoB_1	1.7.-.-		NAD(P)H azoreductase
FDGAGDLB_02558	CDS	474				hypothetical protein
FDGAGDLB_02559	CDS	417				hypothetical protein
FDGAGDLB_02560	CDS	861				hypothetical protein
FDGAGDLB_02561	CDS	807	map	3.4.11.18	COG0024	Methionine aminopeptidase
FDGAGDLB_02562	CDS	714	sfsA		COG1489	Sugar fermentation stimulation protein A
FDGAGDLB_02563	CDS	219				hypothetical protein
FDGAGDLB_02564	CDS	912				hypothetical protein
FDGAGDLB_02565	CDS	2133	hmp_3	1.14.12.17		Flavohemoprotein
FDGAGDLB_02566	CDS	618	dcmA	4.5.1.3		Dichloromethane dehalogenase
FDGAGDLB_02567	CDS	909	pgrR_6			HTH-type transcriptional regulator PgrR
FDGAGDLB_02568	CDS	693				hypothetical protein
FDGAGDLB_02569	CDS	258	grxC		COG0695	Glutaredoxin 3
FDGAGDLB_02570	CDS	882	gltR		COG0583	HTH-type transcriptional regulator GltR
FDGAGDLB_02571	CDS	1053		1.13.12.-	COG2070	Nitronate monooxygenase
FDGAGDLB_02572	CDS	1338				hypothetical protein
FDGAGDLB_02573	CDS	795		1.14.11.57		L-proline trans-4-hydroxylase
FDGAGDLB_02574	CDS	672	gntR_3			putative D-xylose utilization operon transcriptional repressor
FDGAGDLB_02575	CDS	825	nit1	3.5.1.128		Deaminated glutathione amidase
FDGAGDLB_02576	CDS	384				hypothetical protein
FDGAGDLB_02577	CDS	540				hypothetical protein
FDGAGDLB_02578	CDS	1914				hypothetical protein
FDGAGDLB_02579	CDS	522				hypothetical protein
FDGAGDLB_02580	CDS	435				hypothetical protein
FDGAGDLB_02581	CDS	762	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
FDGAGDLB_02582	CDS	1221	lysC	2.7.2.4	COG0527	Aspartokinase
FDGAGDLB_02583	CDS	1104		1.6.5.11	COG2070	NADH:quinone reductase
FDGAGDLB_02584	CDS	2283	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
FDGAGDLB_02585	CDS	1245				hypothetical protein
FDGAGDLB_02586	CDS	1125	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
FDGAGDLB_02587	CDS	1242	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
FDGAGDLB_02588	CDS	1356	hemA_1	1.2.1.70	COG0373	Glutamyl-tRNA reductase
FDGAGDLB_02589	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
FDGAGDLB_02590	CDS	912	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
FDGAGDLB_02591	CDS	858				hypothetical protein
FDGAGDLB_02592	CDS	1584				hypothetical protein
FDGAGDLB_02593	CDS	765				hypothetical protein
FDGAGDLB_02594	CDS	2592	clpB			Chaperone protein ClpB
FDGAGDLB_02595	CDS	810				hypothetical protein
FDGAGDLB_02596	CDS	426				hypothetical protein
FDGAGDLB_02597	CDS	1821		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
FDGAGDLB_02598	CDS	1776	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
FDGAGDLB_02599	CDS	1371	ubiB_2	2.7.-.-		protein kinase UbiB
FDGAGDLB_02600	CDS	216				hypothetical protein
FDGAGDLB_02601	CDS	189				hypothetical protein
FDGAGDLB_02602	CDS	1164	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
FDGAGDLB_02603	CDS	432				hypothetical protein
FDGAGDLB_02604	CDS	1398	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
FDGAGDLB_02605	CDS	588				hypothetical protein
FDGAGDLB_02606	CDS	765		1.1.1.47	COG1028	Glucose 1-dehydrogenase
FDGAGDLB_02607	CDS	837	artJ		COG0834	ABC transporter arginine-binding protein 1
FDGAGDLB_02608	CDS	645	yecS_1		COG0765	L-cystine transport system permease protein YecS
FDGAGDLB_02609	CDS	735	glnQ_2			Glutamine transport ATP-binding protein GlnQ
FDGAGDLB_02610	CDS	660	yecS_2		COG0765	L-cystine transport system permease protein YecS
FDGAGDLB_02611	CDS	1425				hypothetical protein
FDGAGDLB_02612	CDS	393				hypothetical protein
FDGAGDLB_02613	CDS	204	rpsU		COG0828	30S ribosomal protein S21
FDGAGDLB_02614	CDS	186				hypothetical protein
FDGAGDLB_02615	CDS	438				hypothetical protein
FDGAGDLB_02616	CDS	1233				hypothetical protein
FDGAGDLB_02617	CDS	588	def	3.5.1.88	COG0242	Peptide deformylase
FDGAGDLB_02618	CDS	696				hypothetical protein
FDGAGDLB_02619	CDS	684				hypothetical protein
FDGAGDLB_02620	CDS	1095	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
FDGAGDLB_02621	CDS	501	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
FDGAGDLB_02622	CDS	840				hypothetical protein
FDGAGDLB_02623	CDS	207				hypothetical protein
FDGAGDLB_02624	CDS	1107	pfp	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
FDGAGDLB_02625	CDS	465				hypothetical protein
FDGAGDLB_02626	CDS	618	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
FDGAGDLB_02627	CDS	165				hypothetical protein
FDGAGDLB_02628	CDS	1896	acsA_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
FDGAGDLB_02629	CDS	813	glpR_3		COG1349	Glycerol-3-phosphate regulon repressor
FDGAGDLB_02630	CDS	681				hypothetical protein
FDGAGDLB_02631	CDS	255				hypothetical protein
FDGAGDLB_02632	CDS	1020	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
FDGAGDLB_02633	CDS	189				hypothetical protein
FDGAGDLB_02634	CDS	450				hypothetical protein
FDGAGDLB_02635	CDS	1815				hypothetical protein
FDGAGDLB_02636	CDS	225	rpmE		COG0254	50S ribosomal protein L31
FDGAGDLB_02637	CDS	333	cyaY			Iron-sulfur cluster assembly protein CyaY
FDGAGDLB_02638	CDS	1797	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
FDGAGDLB_02639	CDS	1302	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
FDGAGDLB_02640	CDS	249				hypothetical protein
FDGAGDLB_02641	rRNA	1496				16S ribosomal RNA
FDGAGDLB_02642	tRNA	77				tRNA-Ile(gat)
FDGAGDLB_02643	tRNA	76				tRNA-Ala(tgc)
FDGAGDLB_02644	rRNA	2738				23S ribosomal RNA
FDGAGDLB_02645	rRNA	109				5S ribosomal RNA
FDGAGDLB_02646	tRNA	77				tRNA-Met(cat)
FDGAGDLB_02647	CDS	1407	sdaA_2	4.3.1.17	COG1760	L-serine dehydratase 1
FDGAGDLB_02648	CDS	1269	glyA2_1	2.1.2.1		Serine hydroxymethyltransferase 2
FDGAGDLB_02649	CDS	552	soxG	1.5.3.1		Sarcosine oxidase subunit gamma
FDGAGDLB_02650	CDS	2994	soxA	1.5.3.1		Sarcosine oxidase subunit alpha
FDGAGDLB_02651	CDS	321	soxD	1.5.3.1		Sarcosine oxidase subunit delta
FDGAGDLB_02652	CDS	1254	soxB	1.5.3.1		Sarcosine oxidase subunit beta
FDGAGDLB_02653	CDS	993	cdhR_3		COG4977	HTH-type transcriptional regulator CdhR
FDGAGDLB_02654	CDS	2562	dmg	1.5.3.10		Dimethylglycine oxidase
FDGAGDLB_02655	CDS	858	purU_1	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
FDGAGDLB_02656	CDS	936	etfA_2		COG2025	Electron transfer flavoprotein subunit alpha
FDGAGDLB_02657	CDS	750	etfB_2			Electron transfer flavoprotein subunit beta
FDGAGDLB_02658	CDS	1047	cdhR_4		COG4977	HTH-type transcriptional regulator CdhR
FDGAGDLB_02659	CDS	1134	hmp_4	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
FDGAGDLB_02660	CDS	1278		1.14.13.239		Carnitine monooxygenase oxygenase subunit
FDGAGDLB_02661	CDS	1956	fadB		COG1024	Fatty acid oxidation complex subunit alpha
FDGAGDLB_02662	CDS	837				hypothetical protein
FDGAGDLB_02663	CDS	2376	namA_1	1.6.99.1		NADPH dehydrogenase
FDGAGDLB_02664	CDS	759	bdhA_2	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
FDGAGDLB_02665	CDS	498				hypothetical protein
FDGAGDLB_02666	CDS	813		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
FDGAGDLB_02667	CDS	1155	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
FDGAGDLB_02668	CDS	1626	bclA	6.2.1.25		Benzoate--CoA ligase
FDGAGDLB_02669	CDS	1194	kynU	3.7.1.3		Kynureninase
FDGAGDLB_02670	CDS	846	kynA	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
FDGAGDLB_02671	CDS	1140	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
FDGAGDLB_02672	CDS	918	livH_5		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
FDGAGDLB_02673	CDS	987				hypothetical protein
FDGAGDLB_02674	CDS	750	lptB_3	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
FDGAGDLB_02675	CDS	690	livF_5		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
FDGAGDLB_02676	CDS	432		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
FDGAGDLB_02677	CDS	396				hypothetical protein
FDGAGDLB_02678	CDS	1431	atoC_2		COG2204	Regulatory protein AtoC
FDGAGDLB_02679	CDS	2007	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
FDGAGDLB_02680	CDS	423				hypothetical protein
FDGAGDLB_02681	CDS	1728				hypothetical protein
FDGAGDLB_02682	CDS	999	oxyR_4			Hydrogen peroxide-inducible genes activator
FDGAGDLB_02683	CDS	474	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
FDGAGDLB_02684	CDS	1557	hndC	1.12.1.3	COG1145	NADP-reducing hydrogenase subunit HndC
FDGAGDLB_02685	CDS	2880		1.17.1.9		Putative formate dehydrogenase
FDGAGDLB_02686	CDS	225				hypothetical protein
FDGAGDLB_02687	CDS	810	fdhD		COG1526	Sulfur carrier protein FdhD
FDGAGDLB_02688	CDS	1041	gntR_4			HTH-type transcriptional regulator GntR
FDGAGDLB_02689	CDS	1494				hypothetical protein
FDGAGDLB_02690	CDS	426				hypothetical protein
FDGAGDLB_02691	CDS	1047				hypothetical protein
FDGAGDLB_02692	CDS	1746		4.2.1.162		6-deoxy-6-sulfo-D-gluconate dehydratase
FDGAGDLB_02693	CDS	912		4.2.1.41	COG0329	putative 5-dehydro-4-deoxyglucarate dehydratase
FDGAGDLB_02694	CDS	1515		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase 2
FDGAGDLB_02695	CDS	726				hypothetical protein
FDGAGDLB_02696	CDS	1266	nagC		COG1940	N-acetylglucosamine repressor
FDGAGDLB_02697	CDS	1182				hypothetical protein
FDGAGDLB_02698	CDS	828	frcA_4	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
FDGAGDLB_02699	CDS	1266	xylH_2		COG4214	Xylose transport system permease protein XylH
FDGAGDLB_02700	CDS	1032	xylF		COG4213	D-xylose-binding periplasmic protein
FDGAGDLB_02701	CDS	762	xylB_2	1.1.1.175		D-xylose 1-dehydrogenase
FDGAGDLB_02702	CDS	2163	ilvD_1	4.2.1.9		Dihydroxy-acid dehydratase
FDGAGDLB_02703	CDS	885	purU_2	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
FDGAGDLB_02704	CDS	693	clcD_1	3.1.1.45		Carboxymethylenebutenolidase
FDGAGDLB_02705	CDS	1191	argE_2	3.5.1.16		Acetylornithine deacetylase
FDGAGDLB_02706	CDS	768	nadK	2.7.1.23	COG0061	NAD kinase
FDGAGDLB_02707	CDS	729				hypothetical protein
FDGAGDLB_02708	CDS	924	cysA1	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
FDGAGDLB_02709	CDS	1212				hypothetical protein
FDGAGDLB_02710	CDS	231				hypothetical protein
FDGAGDLB_02711	CDS	1818	rhlE_2	3.6.4.13		ATP-dependent RNA helicase RhlE
FDGAGDLB_02712	CDS	210	cspA_1		COG1278	Cold shock protein CspA
FDGAGDLB_02713	CDS	474				hypothetical protein
FDGAGDLB_02714	CDS	1458	vdh	1.2.1.67		Vanillin dehydrogenase
FDGAGDLB_02715	CDS	975	rhaS_7			HTH-type transcriptional activator RhaS
FDGAGDLB_02716	CDS	822				hypothetical protein
FDGAGDLB_02717	CDS	510	crtK-2		COG3476	Tryptophan-rich protein TspO
FDGAGDLB_02718	CDS	1692			COG0840	Methyl-accepting chemotaxis protein
FDGAGDLB_02719	CDS	1221	yciC		COG0523	Putative metal chaperone YciC
FDGAGDLB_02720	CDS	693	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
FDGAGDLB_02721	CDS	693	yfcG_3	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
FDGAGDLB_02722	CDS	1215	sotB			sugar efflux transporter
FDGAGDLB_02723	CDS	921	dmlR_13			HTH-type transcriptional regulator DmlR
FDGAGDLB_02724	CDS	1341	yhjE			Inner membrane metabolite transport protein YhjE
FDGAGDLB_02725	CDS	1182				hypothetical protein
FDGAGDLB_02726	CDS	2007	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
FDGAGDLB_02727	CDS	621	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
FDGAGDLB_02728	CDS	381	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
FDGAGDLB_02729	CDS	744				hypothetical protein
FDGAGDLB_02730	CDS	639				hypothetical protein
FDGAGDLB_02731	CDS	558				hypothetical protein
FDGAGDLB_02732	CDS	582	comR_2			HTH-type transcriptional repressor ComR
FDGAGDLB_02733	CDS	525	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
FDGAGDLB_02734	CDS	795	thyA2	2.1.1.45	COG0207	Thymidylate synthase 2
FDGAGDLB_02735	tmRNA	351	ssrA			transfer-messenger RNA, SsrA
FDGAGDLB_02736	CDS	540				hypothetical protein
FDGAGDLB_02737	CDS	1617	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
FDGAGDLB_02738	CDS	921				hypothetical protein
FDGAGDLB_02739	CDS	1431				hypothetical protein
FDGAGDLB_02740	CDS	1146				hypothetical protein
FDGAGDLB_02741	CDS	636				hypothetical protein
FDGAGDLB_02742	CDS	438				hypothetical protein
FDGAGDLB_02743	CDS	705				hypothetical protein
FDGAGDLB_02744	CDS	387	tfoX1		COG3070	DNA transformation protein TfoX1
FDGAGDLB_02745	CDS	1911			COG2200	putative signaling protein
FDGAGDLB_02746	CDS	702				hypothetical protein
FDGAGDLB_02747	CDS	2079	cheB_5	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
FDGAGDLB_02748	CDS	306				STAS-domain containing protein
FDGAGDLB_02749	CDS	1608	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
FDGAGDLB_02750	CDS	1083	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
FDGAGDLB_02751	CDS	900				hypothetical protein
FDGAGDLB_02752	CDS	2541	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
FDGAGDLB_02753	CDS	1152	doeA_2	3.5.4.44	COG0006	Ectoine hydrolase
FDGAGDLB_02754	CDS	201				hypothetical protein
FDGAGDLB_02755	CDS	642				hypothetical protein
FDGAGDLB_02756	CDS	1140	thpA_2		COG1879	D-threitol-binding protein
FDGAGDLB_02757	CDS	1449				hypothetical protein
FDGAGDLB_02758	CDS	1164	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
FDGAGDLB_02759	CDS	1917	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
FDGAGDLB_02760	CDS	516				hypothetical protein
FDGAGDLB_02761	CDS	1002				hypothetical protein
FDGAGDLB_02762	CDS	1041	mreB			Cell shape-determining protein MreB
FDGAGDLB_02763	CDS	915				hypothetical protein
FDGAGDLB_02764	CDS	1551	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
FDGAGDLB_02765	CDS	624	rhtB_6		COG1280	Homoserine/homoserine lactone efflux protein
FDGAGDLB_02766	CDS	318				hypothetical protein
FDGAGDLB_02767	CDS	1035				hypothetical protein
FDGAGDLB_02768	CDS	1032	vdcA_2	2.7.7.65		Diguanylate cyclase VdcA
FDGAGDLB_02769	CDS	855				hypothetical protein
FDGAGDLB_02770	CDS	153				hypothetical protein
FDGAGDLB_02771	CDS	480				hypothetical protein
FDGAGDLB_02772	CDS	207	cspA_2		COG1278	Cold shock protein CspA
FDGAGDLB_02773	CDS	672				hypothetical protein
FDGAGDLB_02774	CDS	912	ectD	1.14.11.55		Ectoine dioxygenase
FDGAGDLB_02775	CDS	240				hypothetical protein
FDGAGDLB_02776	tRNA	74				tRNA-Gln(ctg)
FDGAGDLB_02777	tRNA	74				tRNA-Gln(ctg)
FDGAGDLB_02778	CDS	1191	gppA_1	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
FDGAGDLB_02779	CDS	807	rlmE	2.1.1.166		Ribosomal RNA large subunit methyltransferase E
FDGAGDLB_02780	CDS	525				hypothetical protein
FDGAGDLB_02781	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
FDGAGDLB_02782	CDS	1338	rsmB_2	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
FDGAGDLB_02783	CDS	357				hypothetical protein
FDGAGDLB_02784	CDS	1554	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
FDGAGDLB_02785	CDS	726	kefF_1	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
FDGAGDLB_02786	CDS	900				hypothetical protein
FDGAGDLB_02787	CDS	153				hypothetical protein
FDGAGDLB_02788	CDS	753	xecE	1.1.1.269		2-(S)-hydroxypropyl-CoM dehydrogenase
FDGAGDLB_02789	CDS	417				hypothetical protein
FDGAGDLB_02790	CDS	276				hypothetical protein
FDGAGDLB_02791	CDS	453				hypothetical protein
FDGAGDLB_02792	CDS	459	slyA_3			Transcriptional regulator SlyA
FDGAGDLB_02793	CDS	459				hypothetical protein
FDGAGDLB_02794	CDS	2406	zntA	3.6.3.3	COG2217	Zinc/cadmium/lead-transporting P-type ATPase
FDGAGDLB_02795	CDS	1137				hypothetical protein
FDGAGDLB_02796	CDS	1194	irpA		COG3489	Iron-regulated protein A
FDGAGDLB_02797	CDS	1464				hypothetical protein
FDGAGDLB_02798	CDS	1269				hypothetical protein
FDGAGDLB_02799	CDS	729				hypothetical protein
FDGAGDLB_02800	CDS	1521	abfA	3.2.1.55		Intracellular exo-alpha-(1->5)-L-arabinofuranosidase
FDGAGDLB_02801	CDS	1098	malK_6	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
FDGAGDLB_02802	CDS	1272				hypothetical protein
FDGAGDLB_02803	CDS	882	araP		COG1175	L-arabinose transport system permease protein AraP
FDGAGDLB_02804	CDS	825	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
FDGAGDLB_02805	CDS	924				hypothetical protein
FDGAGDLB_02806	CDS	465				Cytochrome c-556
FDGAGDLB_02807	CDS	1530	davD_2	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
FDGAGDLB_02808	CDS	162				hypothetical protein
FDGAGDLB_02809	CDS	798	ybfF	3.1.-.-	COG0596	Esterase YbfF
FDGAGDLB_02810	CDS	615	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
FDGAGDLB_02811	CDS	723				hypothetical protein
FDGAGDLB_02812	CDS	1869	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
FDGAGDLB_02813	CDS	615	ywrO	1.6.99.-	COG2249	General stress protein 14
